connecting to JLink...
connecting to nRF52840_xxAA...
connected, starting RTT...
RTT started, 2 up bufs, 2 down bufs.
up channels:
    0: name = 'Terminal', size = 512 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
down channels:
    0: name = 'Terminal', size = 16 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
<info> app: RSSI: -59, PR: 73, LP: 109,  PER: 0.33
<info> app: RSSI: -60, PR: 74, LP: 110,  PER: 0.32
<info> app: RSSI: -62, PR: 75, LP: 111,  PER: 0.32
<info> app: RSSI: -57, PR: 76, LP: 112,  PER: 0.32
<info> app: RSSI: -60, PR: 77, LP: 113,  PER: 0.31
<info> app: RSSI: -62, PR: 78, LP: 114,  PER: 0.31
<info> app: RSSI: -58, PR: 79, LP: 115,  PER: 0.31
<info> app: RSSI: -57, PR: 80, LP: 116,  PER: 0.31
<info> app: RSSI: -61, PR: 81, LP: 119,  PER: 0.31
<info> app: RSSI: -58, PR: 82, LP: 120,  PER: 0.31
<info> app: RSSI: -55, PR: 83, LP: 130,  PER: 0.36
<info> app: RSSI: -61, PR: 84, LP: 131,  PER: 0.35
<info> app: RSSI: -59, PR: 85, LP: 132,  PER: 0.35
<info> app: RSSI: -75, PR: 86, LP: 133,  PER: 0.35
<info> app: RSSI: -63, PR: 87, LP: 134,  PER: 0.35
<info> app: RSSI: -61, PR: 88, LP: 135,  PER: 0.34
<info> app: RSSI: -59, PR: 89, LP: 258,  PER: 0.65
<info> app: RSSI: -62, PR: 90, LP: 259,  PER: 0.65
<info> app: RSSI: -66, PR: 91, LP: 260,  PER: 0.65
<info> app: RSSI: -59, PR: 92, LP: 261,  PER: 0.64
<info> app: RSSI: -61, PR: 93, LP: 263,  PER: 0.64
<info> app: RSSI: -61, PR: 94, LP: 264,  PER: 0.64
<info> app: RSSI: -59, PR: 95, LP: 265,  PER: 0.64
<info> app: RSSI: -61, PR: 96, LP: 266,  PER: 0.63
<info> app: RSSI: -61, PR: 97, LP: 267,  PER: 0.63
<info> app: RSSI: -64, PR: 98, LP: 268,  PER: 0.63
<info> app: RSSI: -57, PR: 99, LP: 269,  PER: 0.63
<info> app: RSSI: -57, PR: 100, LP: 270,  PER: 0.62
<info> app: RSSI: -57, PR: 101, LP: 273,  PER: 0.63
<info> app: RSSI: -66, PR: 102, LP: 279,  PER: 0.63
<info> app: RSSI: -62, PR: 103, LP: 280,  PER: 0.63
<info> app: RSSI: -61, PR: 104, LP: 281,  PER: 0.62
<info> app: RSSI: -61, PR: 105, LP: 282,  PER: 0.62
<info> app: RSSI: -69, PR: 106, LP: 283,  PER: 0.62
<info> app: RSSI: -61, PR: 107, LP: 284,  PER: 0.62
<info> app: RSSI: -60, PR: 108, LP: 285,  PER: 0.62
<info> app: RSSI: -63, PR: 109, LP: 286,  PER: 0.61
<info> app: RSSI: -57, PR: 110, LP: 287,  PER: 0.61
<info> app: RSSI: -65, PR: 111, LP: 288,  PER: 0.61
<info> app: RSSI: -57, PR: 112, LP: 289,  PER: 0.61
<info> app: RSSI: -65, PR: 113, LP: 290,  PER: 0.61
<info> app: RSSI: -59, PR: 114, LP: 291,  PER: 0.60
<info> app: RSSI: -62, PR: 115, LP: 292,  PER: 0.60
<info> app: RSSI: -72, PR: 116, LP: 293,  PER: 0.60
<info> app: RSSI: -59, PR: 117, LP: 294,  PER: 0.60
<info> app: RSSI: -61, PR: 118, LP: 295,  PER: 0.60
<info> app: RSSI: -60, PR: 119, LP: 296,  PER: 0.59
<info> app: RSSI: -59, PR: 120, LP: 297,  PER: 0.59
<info> app: RSSI: -70, PR: 121, LP: 298,  PER: 0.59
<info> app: RSSI: -59, PR: 122, LP: 299,  PER: 0.59
<info> app: RSSI: -69, PR: 123, LP: 300,  PER: 0.59
<info> app: RSSI: -68, PR: 124, LP: 301,  PER: 0.58
<info> app: RSSI: -60, PR: 125, LP: 302,  PER: 0.58
<info> app: RSSI: -62, PR: 126, LP: 303,  PER: 0.58
<info> app: RSSI: -61, PR: 127, LP: 304,  PER: 0.58
<info> app: RSSI: -56, PR: 128, LP: 305,  PER: 0.58
<info> app: RSSI: -59, PR: 129, LP: 306,  PER: 0.57
<info> app: RSSI: -60, PR: 130, LP: 307,  PER: 0.57
<info> app: RSSI: -61, PR: 131, LP: 308,  PER: 0.57
<info> app: RSSI: -61, PR: 132, LP: 309,  PER: 0.57
<info> app: RSSI: -67, PR: 133, LP: 310,  PER: 0.57
<info> app: RSSI: -70, PR: 134, LP: 311,  PER: 0.56
<info> app: RSSI: -62, PR: 135, LP: 312,  PER: 0.56
<info> app: RSSI: -65, PR: 136, LP: 313,  PER: 0.56
<info> app: RSSI: -59, PR: 137, LP: 314,  PER: 0.56
<info> app: RSSI: -65, PR: 138, LP: 315,  PER: 0.56
<info> app: RSSI: -62, PR: 139, LP: 316,  PER: 0.56
<info> app: RSSI: -59, PR: 140, LP: 317,  PER: 0.55
<info> app: RSSI: -67, PR: 141, LP: 318,  PER: 0.55
<info> app: RSSI: -62, PR: 142, LP: 319,  PER: 0.55
<info> app: RSSI: -64, PR: 143, LP: 320,  PER: 0.55
<info> app: RSSI: -60, PR: 144, LP: 321,  PER: 0.55
<info> app: RSSI: -55, PR: 145, LP: 322,  PER: 0.54
<info> app: RSSI: -58, PR: 146, LP: 323,  PER: 0.54
<info> app: RSSI: -66, PR: 147, LP: 324,  PER: 0.54
<info> app: RSSI: -59, PR: 148, LP: 325,  PER: 0.54
<info> app: RSSI: -57, PR: 149, LP: 326,  PER: 0.54
<info> app: RSSI: -60, PR: 150, LP: 327,  PER: 0.54
<info> app: RSSI: -62, PR: 151, LP: 328,  PER: 0.53
<info> app: RSSI: -59, PR: 152, LP: 329,  PER: 0.53
<info> app: RSSI: -59, PR: 153, LP: 330,  PER: 0.53
<info> app: RSSI: -58, PR: 154, LP: 331,  PER: 0.53
<info> app: RSSI: -60, PR: 155, LP: 332,  PER: 0.53
<info> app: RSSI: -69, PR: 156, LP: 333,  PER: 0.53
<info> app: RSSI: -61, PR: 157, LP: 334,  PER: 0.52
<info> app: RSSI: -57, PR: 158, LP: 335,  PER: 0.52
<info> app: RSSI: -71, PR: 159, LP: 336,  PER: 0.52
<info> app: RSSI: -60, PR: 160, LP: 337,  PER: 0.52
<info> app: RSSI: -56, PR: 161, LP: 338,  PER: 0.52
<info> app: RSSI: -63, PR: 162, LP: 339,  PER: 0.52
<info> app: RSSI: -62, PR: 163, LP: 340,  PER: 0.52
<info> app: RSSI: -57, PR: 164, LP: 341,  PER: 0.51
<info> app: RSSI: -61, PR: 165, LP: 342,  PER: 0.51
<info> app: RSSI: -66, PR: 166, LP: 343,  PER: 0.51
<info> app: RSSI: -62, PR: 167, LP: 344,  PER: 0.51
<info> app: RSSI: -61, PR: 168, LP: 345,  PER: 0.51
<info> app: RSSI: -64, PR: 169, LP: 346,  PER: 0.51
<info> app: RSSI: -69, PR: 170, LP: 347,  PER: 0.51
<info> app: RSSI: -63, PR: 171, LP: 348,  PER: 0.50
<info> app: RSSI: -65, PR: 172, LP: 349,  PER: 0.50
<info> app: RSSI: -63, PR: 173, LP: 351,  PER: 0.50
<info> app: RSSI: -64, PR: 174, LP: 352,  PER: 0.50
<info> app: RSSI: -56, PR: 175, LP: 353,  PER: 0.50
<info> app: RSSI: -68, PR: 176, LP: 354,  PER: 0.50
<info> app: RSSI: -60, PR: 177, LP: 355,  PER: 0.50
<info> app: RSSI: -63, PR: 178, LP: 356,  PER: 0.50
<info> app: RSSI: -66, PR: 179, LP: 357,  PER: 0.49
<info> app: RSSI: -57, PR: 180, LP: 358,  PER: 0.49
<info> app: RSSI: -73, PR: 181, LP: 359,  PER: 0.49
<info> app: RSSI: -61, PR: 182, LP: 360,  PER: 0.49
<info> app: RSSI: -69, PR: 183, LP: 361,  PER: 0.49
<info> app: RSSI: -60, PR: 184, LP: 362,  PER: 0.49
<info> app: RSSI: -63, PR: 185, LP: 364,  PER: 0.49
<info> app: RSSI: -60, PR: 186, LP: 365,  PER: 0.49
<info> app: RSSI: -69, PR: 187, LP: 366,  PER: 0.48
<info> app: RSSI: -69, PR: 188, LP: 367,  PER: 0.48
<info> app: RSSI: -57, PR: 189, LP: 368,  PER: 0.48
<info> app: RSSI: -63, PR: 190, LP: 369,  PER: 0.48
<info> app: RSSI: -61, PR: 191, LP: 370,  PER: 0.48
<info> app: RSSI: -60, PR: 192, LP: 371,  PER: 0.48
<info> app: RSSI: -64, PR: 193, LP: 372,  PER: 0.48
<info> app: RSSI: -63, PR: 194, LP: 373,  PER: 0.47
<info> app: RSSI: -60, PR: 195, LP: 374,  PER: 0.47
<info> app: RSSI: -63, PR: 196, LP: 375,  PER: 0.47
<info> app: RSSI: -65, PR: 197, LP: 376,  PER: 0.47
<info> app: RSSI: -62, PR: 198, LP: 377,  PER: 0.47
<info> app: RSSI: -59, PR: 199, LP: 378,  PER: 0.47
<info> app: RSSI: -59, PR: 200, LP: 379,  PER: 0.47
<info> app: RSSI: -61, PR: 201, LP: 380,  PER: 0.47
<info> app: RSSI: -62, PR: 202, LP: 381,  PER: 0.46
<info> app: RSSI: -60, PR: 203, LP: 382,  PER: 0.46
<info> app: RSSI: -62, PR: 204, LP: 383,  PER: 0.46
<info> app: RSSI: -65, PR: 205, LP: 384,  PER: 0.46
<info> app: RSSI: -61, PR: 206, LP: 385,  PER: 0.46
<info> app: RSSI: -63, PR: 207, LP: 386,  PER: 0.46
<info> app: RSSI: -65, PR: 208, LP: 387,  PER: 0.46
<info> app: RSSI: -59, PR: 209, LP: 388,  PER: 0.46
<info> app: RSSI: -57, PR: 210, LP: 389,  PER: 0.46
<info> app: RSSI: -59, PR: 211, LP: 390,  PER: 0.45
<info> app: RSSI: -68, PR: 212, LP: 391,  PER: 0.45
<info> app: RSSI: -67, PR: 213, LP: 393,  PER: 0.45
<info> app: RSSI: -54, PR: 214, LP: 394,  PER: 0.45
<info> app: RSSI: -58, PR: 215, LP: 395,  PER: 0.45
<info> app: RSSI: -61, PR: 216, LP: 396,  PER: 0.45
<info> app: RSSI: -67, PR: 217, LP: 397,  PER: 0.45
<info> app: RSSI: -63, PR: 218, LP: 398,  PER: 0.45
<info> app: RSSI: -57, PR: 219, LP: 399,  PER: 0.45
<info> app: RSSI: -58, PR: 220, LP: 400,  PER: 0.45
<info> app: RSSI: -57, PR: 221, LP: 401,  PER: 0.44
<info> app: RSSI: -56, PR: 222, LP: 402,  PER: 0.44
<info> app: RSSI: -66, PR: 223, LP: 403,  PER: 0.44
<info> app: RSSI: -55, PR: 224, LP: 404,  PER: 0.44
<info> app: RSSI: -58, PR: 225, LP: 405,  PER: 0.44
<info> app: RSSI: -67, PR: 226, LP: 406,  PER: 0.44
<info> app: RSSI: -57, PR: 227, LP: 407,  PER: 0.44
<info> app: RSSI: -60, PR: 228, LP: 408,  PER: 0.44
<info> app: RSSI: -57, PR: 229, LP: 409,  PER: 0.44
<info> app: RSSI: -60, PR: 230, LP: 410,  PER: 0.43
<info> app: RSSI: -57, PR: 231, LP: 411,  PER: 0.43
<info> app: RSSI: -66, PR: 232, LP: 412,  PER: 0.43
<info> app: RSSI: -58, PR: 233, LP: 413,  PER: 0.43
<info> app: RSSI: -59, PR: 234, LP: 414,  PER: 0.43
<info> app: RSSI: -59, PR: 235, LP: 415,  PER: 0.43
<info> app: RSSI: -57, PR: 236, LP: 416,  PER: 0.43
<info> app: RSSI: -55, PR: 237, LP: 417,  PER: 0.43
<info> app: RSSI: -62, PR: 238, LP: 418,  PER: 0.43
<info> app: RSSI: -56, PR: 239, LP: 419,  PER: 0.42
<info> app: RSSI: -59, PR: 240, LP: 420,  PER: 0.42
<info> app: RSSI: -55, PR: 241, LP: 421,  PER: 0.42
<info> app: RSSI: -63, PR: 242, LP: 422,  PER: 0.42
<info> app: RSSI: -56, PR: 243, LP: 423,  PER: 0.42
<info> app: RSSI: -58, PR: 244, LP: 424,  PER: 0.42
<info> app: RSSI: -59, PR: 245, LP: 425,  PER: 0.42
<info> app: RSSI: -59, PR: 246, LP: 426,  PER: 0.42
<info> app: RSSI: -63, PR: 247, LP: 427,  PER: 0.42
<info> app: RSSI: -62, PR: 248, LP: 428,  PER: 0.42
<info> app: RSSI: -60, PR: 249, LP: 429,  PER: 0.41
<info> app: RSSI: -60, PR: 250, LP: 430,  PER: 0.41
<info> app: RSSI: -59, PR: 251, LP: 431,  PER: 0.41
<info> app: RSSI: -58, PR: 252, LP: 432,  PER: 0.41
<info> app: RSSI: -56, PR: 253, LP: 433,  PER: 0.41
<info> app: RSSI: -66, PR: 254, LP: 434,  PER: 0.41
<info> app: RSSI: -62, PR: 255, LP: 435,  PER: 0.41
<info> app: RSSI: -59, PR: 256, LP: 436,  PER: 0.41
<info> app: RSSI: -60, PR: 257, LP: 437,  PER: 0.41
<info> app: RSSI: -58, PR: 258, LP: 438,  PER: 0.41
<info> app: RSSI: -62, PR: 259, LP: 439,  PER: 0.41
<info> app: RSSI: -63, PR: 260, LP: 440,  PER: 0.40
<info> app: RSSI: -55, PR: 261, LP: 441,  PER: 0.40
<info> app: RSSI: -60, PR: 262, LP: 442,  PER: 0.40
<info> app: RSSI: -59, PR: 263, LP: 443,  PER: 0.40
<info> app: RSSI: -60, PR: 264, LP: 444,  PER: 0.40
<info> app: RSSI: -64, PR: 265, LP: 445,  PER: 0.40
<info> app: RSSI: -65, PR: 266, LP: 446,  PER: 0.40
<info> app: RSSI: -61, PR: 267, LP: 447,  PER: 0.40
<info> app: RSSI: -58, PR: 268, LP: 448,  PER: 0.40
<info> app: RSSI: -57, PR: 269, LP: 449,  PER: 0.40
<info> app: RSSI: -59, PR: 270, LP: 450,  PER: 0.40
<info> app: RSSI: -56, PR: 271, LP: 451,  PER: 0.39
<info> app: RSSI: -64, PR: 272, LP: 452,  PER: 0.39
<info> app: RSSI: -58, PR: 273, LP: 453,  PER: 0.39
<info> app: RSSI: -57, PR: 274, LP: 454,  PER: 0.39
<info> app: RSSI: -66, PR: 275, LP: 455,  PER: 0.39
<info> app: RSSI: -60, PR: 276, LP: 456,  PER: 0.39
<info> app: RSSI: -57, PR: 277, LP: 457,  PER: 0.39
<info> app: RSSI: -62, PR: 278, LP: 458,  PER: 0.39
<info> app: RSSI: -58, PR: 279, LP: 459,  PER: 0.39
<info> app: RSSI: -59, PR: 280, LP: 460,  PER: 0.39
<info> app: RSSI: -67, PR: 281, LP: 461,  PER: 0.39
<info> app: RSSI: -58, PR: 282, LP: 462,  PER: 0.38
<info> app: RSSI: -59, PR: 283, LP: 463,  PER: 0.38
<info> app: RSSI: -57, PR: 284, LP: 464,  PER: 0.38
<info> app: RSSI: -61, PR: 285, LP: 465,  PER: 0.38
<info> app: RSSI: -59, PR: 286, LP: 466,  PER: 0.38
<info> app: RSSI: -62, PR: 287, LP: 467,  PER: 0.38
<info> app: RSSI: -61, PR: 288, LP: 468,  PER: 0.38
<info> app: RSSI: -62, PR: 289, LP: 469,  PER: 0.38
<info> app: RSSI: -64, PR: 290, LP: 470,  PER: 0.38
<info> app: RSSI: -63, PR: 291, LP: 471,  PER: 0.38
<info> app: RSSI: -59, PR: 292, LP: 472,  PER: 0.38
<info> app: RSSI: -61, PR: 293, LP: 474,  PER: 0.38
<info> app: RSSI: -61, PR: 294, LP: 475,  PER: 0.38
<info> app: RSSI: -63, PR: 295, LP: 476,  PER: 0.38
<info> app: RSSI: -65, PR: 296, LP: 477,  PER: 0.37
<info> app: RSSI: -62, PR: 297, LP: 478,  PER: 0.37
<info> app: RSSI: -64, PR: 298, LP: 479,  PER: 0.37
<info> app: RSSI: -63, PR: 299, LP: 480,  PER: 0.37
<info> app: RSSI: -56, PR: 300, LP: 481,  PER: 0.37
<info> app: RSSI: -63, PR: 301, LP: 482,  PER: 0.37
<info> app: RSSI: -63, PR: 302, LP: 483,  PER: 0.37
<info> app: RSSI: -62, PR: 303, LP: 484,  PER: 0.37
<info> app: RSSI: -56, PR: 304, LP: 485,  PER: 0.37
<info> app: RSSI: -61, PR: 305, LP: 486,  PER: 0.37
<info> app: RSSI: -64, PR: 306, LP: 487,  PER: 0.37
<info> app: RSSI: -61, PR: 307, LP: 488,  PER: 0.37
<info> app: RSSI: -62, PR: 308, LP: 489,  PER: 0.37
<info> app: RSSI: -62, PR: 309, LP: 490,  PER: 0.36
<info> app: RSSI: -61, PR: 310, LP: 491,  PER: 0.36
<info> app: RSSI: -64, PR: 311, LP: 492,  PER: 0.36
<info> app: RSSI: -67, PR: 312, LP: 495,  PER: 0.36
<info> app: RSSI: -62, PR: 313, LP: 497,  PER: 0.37
<info> app: RSSI: -58, PR: 314, LP: 498,  PER: 0.36
<info> app: RSSI: -60, PR: 315, LP: 500,  PER: 0.37
<info> app: RSSI: -61, PR: 316, LP: 501,  PER: 0.36
<info> app: RSSI: -59, PR: 317, LP: 502,  PER: 0.36
<info> app: RSSI: -75, PR: 318, LP: 503,  PER: 0.36
<info> app: RSSI: -62, PR: 319, LP: 505,  PER: 0.36
<info> app: RSSI: -62, PR: 320, LP: 506,  PER: 0.36
<info> app: RSSI: -62, PR: 321, LP: 507,  PER: 0.36
<info> app: RSSI: -67, PR: 322, LP: 508,  PER: 0.36
<info> app: RSSI: -60, PR: 323, LP: 509,  PER: 0.36
<info> app: RSSI: -64, PR: 324, LP: 510,  PER: 0.36
<info> app: RSSI: -72, PR: 325, LP: 511,  PER: 0.36
<info> app: RSSI: -60, PR: 326, LP: 512,  PER: 0.36
<info> app: RSSI: -58, PR: 327, LP: 513,  PER: 0.36
<info> app: RSSI: -60, PR: 328, LP: 514,  PER: 0.36
<info> app: RSSI: -58, PR: 329, LP: 515,  PER: 0.36
<info> app: RSSI: -59, PR: 330, LP: 516,  PER: 0.36
<info> app: RSSI: -59, PR: 331, LP: 517,  PER: 0.35
<info> app: RSSI: -62, PR: 332, LP: 518,  PER: 0.35
<info> app: RSSI: -61, PR: 333, LP: 519,  PER: 0.35
<info> app: RSSI: -59, PR: 334, LP: 520,  PER: 0.35
<info> app: RSSI: -61, PR: 335, LP: 521,  PER: 0.35
<info> app: RSSI: -66, PR: 336, LP: 522,  PER: 0.35
<info> app: RSSI: -56, PR: 337, LP: 523,  PER: 0.35
<info> app: RSSI: -56, PR: 338, LP: 524,  PER: 0.35
<info> app: RSSI: -64, PR: 339, LP: 525,  PER: 0.35
<info> app: RSSI: -59, PR: 340, LP: 526,  PER: 0.35
<info> app: RSSI: -61, PR: 341, LP: 527,  PER: 0.35
<info> app: RSSI: -61, PR: 342, LP: 528,  PER: 0.35
<info> app: RSSI: -62, PR: 343, LP: 529,  PER: 0.35
<info> app: RSSI: -57, PR: 344, LP: 530,  PER: 0.35
<info> app: RSSI: -54, PR: 345, LP: 531,  PER: 0.35
<info> app: RSSI: -60, PR: 346, LP: 532,  PER: 0.34
<info> app: RSSI: -56, PR: 347, LP: 533,  PER: 0.34
<info> app: RSSI: -59, PR: 348, LP: 534,  PER: 0.34
<info> app: RSSI: -70, PR: 349, LP: 535,  PER: 0.34
<info> app: RSSI: -57, PR: 350, LP: 536,  PER: 0.34
<info> app: RSSI: -57, PR: 351, LP: 537,  PER: 0.34
<info> app: RSSI: -68, PR: 352, LP: 538,  PER: 0.34
<info> app: RSSI: -59, PR: 353, LP: 539,  PER: 0.34
<info> app: RSSI: -63, PR: 354, LP: 540,  PER: 0.34
<info> app: RSSI: -59, PR: 355, LP: 541,  PER: 0.34
<info> app: RSSI: -57, PR: 356, LP: 542,  PER: 0.34
<info> app: RSSI: -66, PR: 357, LP: 543,  PER: 0.34
<info> app: RSSI: -56, PR: 358, LP: 544,  PER: 0.34
<info> app: RSSI: -55, PR: 359, LP: 545,  PER: 0.34
<info> app: RSSI: -59, PR: 360, LP: 546,  PER: 0.34
<info> app: RSSI: -66, PR: 361, LP: 547,  PER: 0.34
<info> app: RSSI: -55, PR: 362, LP: 548,  PER: 0.33
<info> app: RSSI: -58, PR: 363, LP: 549,  PER: 0.33
<info> app: RSSI: -67, PR: 364, LP: 550,  PER: 0.33
<info> app: RSSI: -65, PR: 365, LP: 551,  PER: 0.33
<info> app: RSSI: -57, PR: 366, LP: 552,  PER: 0.33
<info> app: RSSI: -55, PR: 367, LP: 553,  PER: 0.33
<info> app: RSSI: -69, PR: 368, LP: 554,  PER: 0.33
<info> app: RSSI: -57, PR: 369, LP: 555,  PER: 0.33
<info> app: RSSI: -54, PR: 370, LP: 556,  PER: 0.33
<info> app: RSSI: -72, PR: 371, LP: 557,  PER: 0.33
<info> app: RSSI: -59, PR: 372, LP: 558,  PER: 0.33
<info> app: RSSI: -62, PR: 373, LP: 559,  PER: 0.33
<info> app: RSSI: -62, PR: 374, LP: 560,  PER: 0.33
<info> app: RSSI: -54, PR: 375, LP: 561,  PER: 0.33
<info> app: RSSI: -68, PR: 376, LP: 562,  PER: 0.33
<info> app: RSSI: -58, PR: 377, LP: 563,  PER: 0.33
<info> app: RSSI: -58, PR: 378, LP: 564,  PER: 0.32
<info> app: RSSI: -65, PR: 379, LP: 565,  PER: 0.32
<info> app: RSSI: -68, PR: 380, LP: 566,  PER: 0.32
<info> app: RSSI: -62, PR: 381, LP: 568,  PER: 0.32
<info> app: RSSI: -64, PR: 382, LP: 569,  PER: 0.32
<info> app: RSSI: -64, PR: 383, LP: 570,  PER: 0.32
<info> app: RSSI: -63, PR: 384, LP: 571,  PER: 0.32
<info> app: RSSI: -64, PR: 385, LP: 572,  PER: 0.32
<info> app: RSSI: -65, PR: 386, LP: 573,  PER: 0.32
<info> app: RSSI: -66, PR: 387, LP: 574,  PER: 0.32
<info> app: RSSI: -62, PR: 388, LP: 575,  PER: 0.32
<info> app: RSSI: -56, PR: 389, LP: 576,  PER: 0.32
<info> app: RSSI: -60, PR: 390, LP: 577,  PER: 0.32
<info> app: RSSI: -64, PR: 391, LP: 578,  PER: 0.32
<info> app: RSSI: -60, PR: 392, LP: 579,  PER: 0.32
<info> app: RSSI: -67, PR: 393, LP: 580,  PER: 0.32
<info> app: RSSI: -60, PR: 394, LP: 581,  PER: 0.32
<info> app: RSSI: -56, PR: 395, LP: 584,  PER: 0.32
<info> app: RSSI: -68, PR: 396, LP: 585,  PER: 0.32
<info> app: RSSI: -59, PR: 397, LP: 586,  PER: 0.32
<info> app: RSSI: -59, PR: 398, LP: 587,  PER: 0.32
<info> app: RSSI: -70, PR: 399, LP: 588,  PER: 0.32
<info> app: RSSI: -56, PR: 400, LP: 589,  PER: 0.32
<info> app: RSSI: -69, PR: 401, LP: 590,  PER: 0.32
<info> app: RSSI: -56, PR: 402, LP: 591,  PER: 0.31
