connecting to JLink...
connecting to nRF52840_xxAA...
connected, starting RTT...
RTT started, 2 up bufs, 2 down bufs.
up channels:
    0: name = 'Terminal', size = 512 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
down channels:
    0: name = 'Terminal', size = 16 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
<info> app: RSSI: -61, PR: 97, LP: 239,  PER: 0.59
<info> app: RSSI: -61, PR: 98, LP: 242,  PER: 0.59
<info> app: RSSI: -55, PR: 99, LP: 243,  PER: 0.59
<info> app: RSSI: -56, PR: 100, LP: 269,  PER: 0.62
<info> app: RSSI: -56, PR: 101, LP: 270,  PER: 0.62
<info> app: RSSI: -69, PR: 102, LP: 291,  PER: 0.64
<info> app: RSSI: -65, PR: 103, LP: 293,  PER: 0.64
<info> app: RSSI: -56, PR: 104, LP: 294,  PER: 0.64
<info> app: RSSI: -55, PR: 105, LP: 295,  PER: 0.64
<info> app: RSSI: -56, PR: 106, LP: 296,  PER: 0.64
<info> app: RSSI: -56, PR: 107, LP: 301,  PER: 0.64
<info> app: RSSI: -63, PR: 108, LP: 302,  PER: 0.64
<info> app: RSSI: -56, PR: 109, LP: 303,  PER: 0.64
<info> app: RSSI: -56, PR: 110, LP: 305,  PER: 0.63
<info> app: RSSI: -56, PR: 111, LP: 306,  PER: 0.63
<info> app: RSSI: -62, PR: 112, LP: 309,  PER: 0.63
<info> app: RSSI: -57, PR: 113, LP: 310,  PER: 0.63
<info> app: RSSI: -53, PR: 114, LP: 311,  PER: 0.63
<info> app: RSSI: -59, PR: 115, LP: 312,  PER: 0.63
<info> app: RSSI: -60, PR: 116, LP: 313,  PER: 0.62
<info> app: RSSI: -61, PR: 117, LP: 314,  PER: 0.62
<info> app: RSSI: -60, PR: 118, LP: 315,  PER: 0.62
<info> app: RSSI: -62, PR: 119, LP: 316,  PER: 0.62
<info> app: RSSI: -59, PR: 120, LP: 318,  PER: 0.62
<info> app: RSSI: -66, PR: 121, LP: 320,  PER: 0.62
<info> app: RSSI: -53, PR: 122, LP: 321,  PER: 0.61
<info> app: RSSI: -54, PR: 123, LP: 322,  PER: 0.61
<info> app: RSSI: -56, PR: 124, LP: 323,  PER: 0.61
<info> app: RSSI: -59, PR: 125, LP: 324,  PER: 0.61
<info> app: RSSI: -55, PR: 126, LP: 325,  PER: 0.61
<info> app: RSSI: -68, PR: 127, LP: 326,  PER: 0.61
<info> app: RSSI: -71, PR: 128, LP: 327,  PER: 0.60
<info> app: RSSI: -57, PR: 129, LP: 328,  PER: 0.60
<info> app: RSSI: -67, PR: 130, LP: 329,  PER: 0.60
<info> app: RSSI: -60, PR: 131, LP: 330,  PER: 0.60
<info> app: RSSI: -56, PR: 132, LP: 331,  PER: 0.60
<info> app: RSSI: -61, PR: 133, LP: 332,  PER: 0.59
<info> app: RSSI: -57, PR: 134, LP: 333,  PER: 0.59
<info> app: RSSI: -56, PR: 135, LP: 335,  PER: 0.59
<info> app: RSSI: -69, PR: 136, LP: 336,  PER: 0.59
<info> app: RSSI: -57, PR: 137, LP: 338,  PER: 0.59
<info> app: RSSI: -60, PR: 138, LP: 340,  PER: 0.59
<info> app: RSSI: -56, PR: 139, LP: 341,  PER: 0.59
<info> app: RSSI: -53, PR: 140, LP: 342,  PER: 0.59
<info> app: RSSI: -56, PR: 141, LP: 343,  PER: 0.58
<info> app: RSSI: -57, PR: 142, LP: 344,  PER: 0.58
<info> app: RSSI: -58, PR: 143, LP: 346,  PER: 0.58
<info> app: RSSI: -58, PR: 144, LP: 347,  PER: 0.58
<info> app: RSSI: -60, PR: 145, LP: 348,  PER: 0.58
<info> app: RSSI: -60, PR: 146, LP: 349,  PER: 0.58
<info> app: RSSI: -62, PR: 147, LP: 351,  PER: 0.58
<info> app: RSSI: -62, PR: 148, LP: 352,  PER: 0.57
<info> app: RSSI: -62, PR: 149, LP: 353,  PER: 0.57
<info> app: RSSI: -63, PR: 150, LP: 354,  PER: 0.57
<info> app: RSSI: -64, PR: 151, LP: 355,  PER: 0.57
<info> app: RSSI: -58, PR: 152, LP: 356,  PER: 0.57
<info> app: RSSI: -58, PR: 153, LP: 357,  PER: 0.57
<info> app: RSSI: -64, PR: 154, LP: 358,  PER: 0.56
<info> app: RSSI: -66, PR: 155, LP: 359,  PER: 0.56
<info> app: RSSI: -58, PR: 156, LP: 360,  PER: 0.56
<info> app: RSSI: -58, PR: 157, LP: 361,  PER: 0.56
<info> app: RSSI: -60, PR: 158, LP: 362,  PER: 0.56
<info> app: RSSI: -59, PR: 159, LP: 363,  PER: 0.56
<info> app: RSSI: -60, PR: 160, LP: 364,  PER: 0.56
<info> app: RSSI: -59, PR: 161, LP: 365,  PER: 0.55
<info> app: RSSI: -63, PR: 162, LP: 366,  PER: 0.55
<info> app: RSSI: -56, PR: 163, LP: 367,  PER: 0.55
<info> app: RSSI: -59, PR: 164, LP: 368,  PER: 0.55
<info> app: RSSI: -58, PR: 165, LP: 369,  PER: 0.55
<info> app: RSSI: -60, PR: 166, LP: 370,  PER: 0.55
<info> app: RSSI: -58, PR: 167, LP: 371,  PER: 0.54
<info> app: RSSI: -59, PR: 168, LP: 372,  PER: 0.54
<info> app: RSSI: -61, PR: 169, LP: 373,  PER: 0.54
<info> app: RSSI: -59, PR: 170, LP: 374,  PER: 0.54
<info> app: RSSI: -60, PR: 171, LP: 375,  PER: 0.54
<info> app: RSSI: -59, PR: 172, LP: 376,  PER: 0.54
<info> app: RSSI: -63, PR: 173, LP: 377,  PER: 0.54
<info> app: RSSI: -59, PR: 174, LP: 378,  PER: 0.53
<info> app: RSSI: -65, PR: 175, LP: 379,  PER: 0.53
<info> app: RSSI: -60, PR: 176, LP: 380,  PER: 0.53
<info> app: RSSI: -60, PR: 177, LP: 381,  PER: 0.53
<info> app: RSSI: -59, PR: 178, LP: 382,  PER: 0.53
<info> app: RSSI: -64, PR: 179, LP: 383,  PER: 0.53
<info> app: RSSI: -56, PR: 180, LP: 384,  PER: 0.53
<info> app: RSSI: -56, PR: 181, LP: 385,  PER: 0.52
<info> app: RSSI: -56, PR: 182, LP: 386,  PER: 0.52
<info> app: RSSI: -60, PR: 183, LP: 387,  PER: 0.52
<info> app: RSSI: -56, PR: 184, LP: 388,  PER: 0.52
<info> app: RSSI: -54, PR: 185, LP: 389,  PER: 0.52
<info> app: RSSI: -64, PR: 186, LP: 390,  PER: 0.52
<info> app: RSSI: -57, PR: 187, LP: 391,  PER: 0.52
<info> app: RSSI: -58, PR: 188, LP: 392,  PER: 0.52
<info> app: RSSI: -62, PR: 189, LP: 393,  PER: 0.51
<info> app: RSSI: -60, PR: 190, LP: 394,  PER: 0.51
<info> app: RSSI: -65, PR: 191, LP: 395,  PER: 0.51
<info> app: RSSI: -57, PR: 192, LP: 396,  PER: 0.51
<info> app: RSSI: -63, PR: 193, LP: 397,  PER: 0.51
<info> app: RSSI: -57, PR: 194, LP: 398,  PER: 0.51
<info> app: RSSI: -64, PR: 195, LP: 399,  PER: 0.51
<info> app: RSSI: -63, PR: 196, LP: 400,  PER: 0.51
<info> app: RSSI: -58, PR: 197, LP: 401,  PER: 0.50
<info> app: RSSI: -58, PR: 198, LP: 402,  PER: 0.50
<info> app: RSSI: -58, PR: 199, LP: 403,  PER: 0.50
<info> app: RSSI: -56, PR: 200, LP: 404,  PER: 0.50
<info> app: RSSI: -59, PR: 201, LP: 405,  PER: 0.50
<info> app: RSSI: -56, PR: 202, LP: 406,  PER: 0.50
<info> app: RSSI: -56, PR: 203, LP: 407,  PER: 0.50
<info> app: RSSI: -56, PR: 204, LP: 408,  PER: 0.50
<info> app: RSSI: -59, PR: 205, LP: 409,  PER: 0.49
<info> app: RSSI: -59, PR: 206, LP: 410,  PER: 0.49
<info> app: RSSI: -58, PR: 207, LP: 411,  PER: 0.49
<info> app: RSSI: -59, PR: 208, LP: 412,  PER: 0.49
<info> app: RSSI: -55, PR: 209, LP: 413,  PER: 0.49
<info> app: RSSI: -58, PR: 210, LP: 414,  PER: 0.49
<info> app: RSSI: -60, PR: 211, LP: 415,  PER: 0.49
<info> app: RSSI: -58, PR: 212, LP: 416,  PER: 0.49
<info> app: RSSI: -62, PR: 213, LP: 417,  PER: 0.48
<info> app: RSSI: -58, PR: 214, LP: 418,  PER: 0.48
<info> app: RSSI: -56, PR: 215, LP: 419,  PER: 0.48
<info> app: RSSI: -63, PR: 216, LP: 420,  PER: 0.48
<info> app: RSSI: -66, PR: 217, LP: 421,  PER: 0.48
<info> app: RSSI: -63, PR: 218, LP: 422,  PER: 0.48
<info> app: RSSI: -58, PR: 219, LP: 423,  PER: 0.48
<info> app: RSSI: -57, PR: 220, LP: 424,  PER: 0.48
<info> app: RSSI: -56, PR: 221, LP: 425,  PER: 0.48
<info> app: RSSI: -60, PR: 222, LP: 426,  PER: 0.47
<info> app: RSSI: -61, PR: 223, LP: 427,  PER: 0.47
<info> app: RSSI: -59, PR: 224, LP: 428,  PER: 0.47
<info> app: RSSI: -59, PR: 225, LP: 429,  PER: 0.47
<info> app: RSSI: -58, PR: 226, LP: 430,  PER: 0.47
<info> app: RSSI: -60, PR: 227, LP: 431,  PER: 0.47
<info> app: RSSI: -57, PR: 228, LP: 432,  PER: 0.47
<info> app: RSSI: -59, PR: 229, LP: 433,  PER: 0.47
<info> app: RSSI: -60, PR: 230, LP: 434,  PER: 0.47
<info> app: RSSI: -54, PR: 231, LP: 435,  PER: 0.46
<info> app: RSSI: -58, PR: 232, LP: 436,  PER: 0.46
<info> app: RSSI: -59, PR: 233, LP: 437,  PER: 0.46
<info> app: RSSI: -60, PR: 234, LP: 438,  PER: 0.46
<info> app: RSSI: -61, PR: 235, LP: 439,  PER: 0.46
<info> app: RSSI: -62, PR: 236, LP: 440,  PER: 0.46
<info> app: RSSI: -63, PR: 237, LP: 441,  PER: 0.46
<info> app: RSSI: -58, PR: 238, LP: 442,  PER: 0.46
<info> app: RSSI: -62, PR: 239, LP: 443,  PER: 0.46
<info> app: RSSI: -60, PR: 240, LP: 444,  PER: 0.45
<info> app: RSSI: -67, PR: 241, LP: 446,  PER: 0.45
<info> app: RSSI: -62, PR: 242, LP: 447,  PER: 0.45
<info> app: RSSI: -56, PR: 243, LP: 449,  PER: 0.45
<info> app: RSSI: -61, PR: 244, LP: 450,  PER: 0.45
<info> app: RSSI: -64, PR: 245, LP: 451,  PER: 0.45
<info> app: RSSI: -60, PR: 246, LP: 452,  PER: 0.45
<info> app: RSSI: -57, PR: 247, LP: 453,  PER: 0.45
<info> app: RSSI: -56, PR: 248, LP: 454,  PER: 0.45
<info> app: RSSI: -62, PR: 249, LP: 455,  PER: 0.45
<info> app: RSSI: -59, PR: 250, LP: 456,  PER: 0.45
<info> app: RSSI: -60, PR: 251, LP: 457,  PER: 0.45
<info> app: RSSI: -54, PR: 252, LP: 458,  PER: 0.44
<info> app: RSSI: -58, PR: 253, LP: 459,  PER: 0.44
<info> app: RSSI: -58, PR: 254, LP: 460,  PER: 0.44
<info> app: RSSI: -58, PR: 255, LP: 461,  PER: 0.44
<info> app: RSSI: -61, PR: 256, LP: 462,  PER: 0.44
<info> app: RSSI: -65, PR: 257, LP: 463,  PER: 0.44
<info> app: RSSI: -65, PR: 258, LP: 464,  PER: 0.44
<info> app: RSSI: -58, PR: 259, LP: 465,  PER: 0.44
<info> app: RSSI: -59, PR: 260, LP: 466,  PER: 0.44
<info> app: RSSI: -59, PR: 261, LP: 467,  PER: 0.44
<info> app: RSSI: -61, PR: 262, LP: 468,  PER: 0.44
<info> app: RSSI: -59, PR: 263, LP: 469,  PER: 0.43
<info> app: RSSI: -69, PR: 264, LP: 470,  PER: 0.43
<info> app: RSSI: -60, PR: 265, LP: 471,  PER: 0.43
<info> app: RSSI: -60, PR: 266, LP: 472,  PER: 0.43
<info> app: RSSI: -59, PR: 267, LP: 473,  PER: 0.43
<info> app: RSSI: -58, PR: 268, LP: 475,  PER: 0.43
<info> app: RSSI: -62, PR: 269, LP: 476,  PER: 0.43
<info> app: RSSI: -59, PR: 270, LP: 477,  PER: 0.43
<info> app: RSSI: -60, PR: 271, LP: 479,  PER: 0.43
<info> app: RSSI: -59, PR: 272, LP: 480,  PER: 0.43
<info> app: RSSI: -59, PR: 273, LP: 481,  PER: 0.43
<info> app: RSSI: -56, PR: 274, LP: 482,  PER: 0.43
<info> app: RSSI: -59, PR: 275, LP: 484,  PER: 0.43
<info> app: RSSI: -56, PR: 276, LP: 485,  PER: 0.43
<info> app: RSSI: -62, PR: 277, LP: 487,  PER: 0.43
<info> app: RSSI: -57, PR: 278, LP: 488,  PER: 0.43
<info> app: RSSI: -64, PR: 279, LP: 489,  PER: 0.42
<info> app: RSSI: -59, PR: 280, LP: 490,  PER: 0.42
<info> app: RSSI: -61, PR: 281, LP: 491,  PER: 0.42
<info> app: RSSI: -59, PR: 282, LP: 492,  PER: 0.42
<info> app: RSSI: -63, PR: 283, LP: 493,  PER: 0.42
<info> app: RSSI: -58, PR: 284, LP: 494,  PER: 0.42
<info> app: RSSI: -63, PR: 285, LP: 495,  PER: 0.42
<info> app: RSSI: -60, PR: 286, LP: 496,  PER: 0.42
<info> app: RSSI: -59, PR: 287, LP: 497,  PER: 0.42
<info> app: RSSI: -58, PR: 288, LP: 498,  PER: 0.42
<info> app: RSSI: -58, PR: 289, LP: 499,  PER: 0.42
<info> app: RSSI: -58, PR: 290, LP: 500,  PER: 0.42
<info> app: RSSI: -60, PR: 291, LP: 501,  PER: 0.41
<info> app: RSSI: -59, PR: 292, LP: 502,  PER: 0.41
<info> app: RSSI: -58, PR: 293, LP: 503,  PER: 0.41
<info> app: RSSI: -59, PR: 294, LP: 504,  PER: 0.41
<info> app: RSSI: -70, PR: 295, LP: 505,  PER: 0.41
<info> app: RSSI: -62, PR: 296, LP: 506,  PER: 0.41
<info> app: RSSI: -59, PR: 297, LP: 507,  PER: 0.41
<info> app: RSSI: -60, PR: 298, LP: 509,  PER: 0.41
<info> app: RSSI: -61, PR: 299, LP: 510,  PER: 0.41
<info> app: RSSI: -59, PR: 300, LP: 511,  PER: 0.41
<info> app: RSSI: -56, PR: 301, LP: 512,  PER: 0.41
<info> app: RSSI: -54, PR: 302, LP: 513,  PER: 0.41
<info> app: RSSI: -56, PR: 303, LP: 514,  PER: 0.41
<info> app: RSSI: -54, PR: 304, LP: 515,  PER: 0.40
<info> app: RSSI: -56, PR: 305, LP: 516,  PER: 0.40
<info> app: RSSI: -56, PR: 306, LP: 517,  PER: 0.40
<info> app: RSSI: -56, PR: 307, LP: 518,  PER: 0.40
<info> app: RSSI: -57, PR: 308, LP: 519,  PER: 0.40
<info> app: RSSI: -55, PR: 309, LP: 520,  PER: 0.40
<info> app: RSSI: -62, PR: 310, LP: 521,  PER: 0.40
<info> app: RSSI: -57, PR: 311, LP: 522,  PER: 0.40
<info> app: RSSI: -62, PR: 312, LP: 523,  PER: 0.40
<info> app: RSSI: -54, PR: 313, LP: 524,  PER: 0.40
<info> app: RSSI: -59, PR: 314, LP: 525,  PER: 0.40
<info> app: RSSI: -58, PR: 315, LP: 526,  PER: 0.40
<info> app: RSSI: -57, PR: 316, LP: 527,  PER: 0.40
<info> app: RSSI: -55, PR: 317, LP: 528,  PER: 0.39
<info> app: RSSI: -52, PR: 318, LP: 529,  PER: 0.39
<info> app: RSSI: -56, PR: 319, LP: 530,  PER: 0.39
<info> app: RSSI: -58, PR: 320, LP: 531,  PER: 0.39
<info> app: RSSI: -57, PR: 321, LP: 532,  PER: 0.39
<info> app: RSSI: -68, PR: 322, LP: 533,  PER: 0.39
<info> app: RSSI: -56, PR: 323, LP: 534,  PER: 0.39
<info> app: RSSI: -70, PR: 324, LP: 535,  PER: 0.39
<info> app: RSSI: -56, PR: 325, LP: 536,  PER: 0.39
<info> app: RSSI: -59, PR: 326, LP: 537,  PER: 0.39
<info> app: RSSI: -54, PR: 327, LP: 538,  PER: 0.39
<info> app: RSSI: -68, PR: 328, LP: 539,  PER: 0.39
<info> app: RSSI: -59, PR: 329, LP: 540,  PER: 0.39
<info> app: RSSI: -59, PR: 330, LP: 541,  PER: 0.39
<info> app: RSSI: -58, PR: 331, LP: 542,  PER: 0.38
<info> app: RSSI: -53, PR: 332, LP: 544,  PER: 0.38
<info> app: RSSI: -57, PR: 333, LP: 545,  PER: 0.38
<info> app: RSSI: -56, PR: 334, LP: 546,  PER: 0.38
<info> app: RSSI: -56, PR: 335, LP: 547,  PER: 0.38
<info> app: RSSI: -68, PR: 336, LP: 548,  PER: 0.38
<info> app: RSSI: -58, PR: 337, LP: 549,  PER: 0.38
<info> app: RSSI: -57, PR: 338, LP: 550,  PER: 0.38
<info> app: RSSI: -59, PR: 339, LP: 551,  PER: 0.38
<info> app: RSSI: -54, PR: 340, LP: 552,  PER: 0.38
<info> app: RSSI: -57, PR: 341, LP: 553,  PER: 0.38
<info> app: RSSI: -68, PR: 342, LP: 554,  PER: 0.38
<info> app: RSSI: -56, PR: 343, LP: 555,  PER: 0.38
<info> app: RSSI: -63, PR: 344, LP: 556,  PER: 0.38
<info> app: RSSI: -55, PR: 345, LP: 557,  PER: 0.38
<info> app: RSSI: -59, PR: 346, LP: 558,  PER: 0.37
<info> app: RSSI: -65, PR: 347, LP: 559,  PER: 0.37
<info> app: RSSI: -67, PR: 348, LP: 560,  PER: 0.37
<info> app: RSSI: -66, PR: 349, LP: 561,  PER: 0.37
<info> app: RSSI: -60, PR: 350, LP: 562,  PER: 0.37
<info> app: RSSI: -59, PR: 351, LP: 563,  PER: 0.37
<info> app: RSSI: -58, PR: 352, LP: 564,  PER: 0.37
<info> app: RSSI: -66, PR: 353, LP: 565,  PER: 0.37
<info> app: RSSI: -57, PR: 354, LP: 566,  PER: 0.37
<info> app: RSSI: -60, PR: 355, LP: 567,  PER: 0.37
<info> app: RSSI: -59, PR: 356, LP: 568,  PER: 0.37
<info> app: RSSI: -54, PR: 357, LP: 569,  PER: 0.37
<info> app: RSSI: -54, PR: 358, LP: 570,  PER: 0.37
<info> app: RSSI: -63, PR: 359, LP: 571,  PER: 0.37
<info> app: RSSI: -56, PR: 360, LP: 572,  PER: 0.37
<info> app: RSSI: -61, PR: 361, LP: 573,  PER: 0.36
<info> app: RSSI: -66, PR: 362, LP: 574,  PER: 0.36
<info> app: RSSI: -60, PR: 363, LP: 575,  PER: 0.36
<info> app: RSSI: -53, PR: 364, LP: 576,  PER: 0.36
<info> app: RSSI: -54, PR: 365, LP: 577,  PER: 0.36
<info> app: RSSI: -57, PR: 366, LP: 578,  PER: 0.36
<info> app: RSSI: -60, PR: 367, LP: 579,  PER: 0.36
<info> app: RSSI: -68, PR: 368, LP: 580,  PER: 0.36
<info> app: RSSI: -61, PR: 369, LP: 581,  PER: 0.36
<info> app: RSSI: -58, PR: 370, LP: 582,  PER: 0.36
<info> app: RSSI: -58, PR: 371, LP: 583,  PER: 0.36
<info> app: RSSI: -55, PR: 372, LP: 584,  PER: 0.36
<info> app: RSSI: -57, PR: 373, LP: 585,  PER: 0.36
<info> app: RSSI: -53, PR: 374, LP: 587,  PER: 0.36
<info> app: RSSI: -54, PR: 375, LP: 588,  PER: 0.36
<info> app: RSSI: -57, PR: 376, LP: 589,  PER: 0.36
<info> app: RSSI: -60, PR: 377, LP: 590,  PER: 0.36
<info> app: RSSI: -68, PR: 378, LP: 591,  PER: 0.36
<info> app: RSSI: -67, PR: 379, LP: 592,  PER: 0.35
<info> app: RSSI: -63, PR: 380, LP: 593,  PER: 0.35
<info> app: RSSI: -69, PR: 381, LP: 594,  PER: 0.35
<info> app: RSSI: -67, PR: 382, LP: 595,  PER: 0.35
<info> app: RSSI: -65, PR: 383, LP: 596,  PER: 0.35
<info> app: RSSI: -62, PR: 384, LP: 597,  PER: 0.35
<info> app: RSSI: -64, PR: 385, LP: 598,  PER: 0.35
<info> app: RSSI: -57, PR: 386, LP: 599,  PER: 0.35
<info> app: RSSI: -54, PR: 387, LP: 600,  PER: 0.35
<info> app: RSSI: -60, PR: 388, LP: 601,  PER: 0.35
<info> app: RSSI: -60, PR: 389, LP: 602,  PER: 0.35
<info> app: RSSI: -60, PR: 390, LP: 603,  PER: 0.35
<info> app: RSSI: -60, PR: 391, LP: 604,  PER: 0.35
<info> app: RSSI: -63, PR: 392, LP: 605,  PER: 0.35
<info> app: RSSI: -58, PR: 393, LP: 606,  PER: 0.35
<info> app: RSSI: -59, PR: 394, LP: 607,  PER: 0.35
<info> app: RSSI: -66, PR: 395, LP: 608,  PER: 0.35
<info> app: RSSI: -59, PR: 396, LP: 609,  PER: 0.34
<info> app: RSSI: -59, PR: 397, LP: 610,  PER: 0.34
<info> app: RSSI: -58, PR: 398, LP: 611,  PER: 0.34
<info> app: RSSI: -60, PR: 399, LP: 612,  PER: 0.34
<info> app: RSSI: -56, PR: 400, LP: 613,  PER: 0.34
<info> app: RSSI: -59, PR: 401, LP: 614,  PER: 0.34
<info> app: RSSI: -60, PR: 402, LP: 615,  PER: 0.34
